signal_direction,signal_strength,position_size,current_price,stop_loss,take_profit,sentiment_score,sentiment_std,reliability_score,source_diversity,price_volatility,impact_likely,num_articles,avg_reliability,signal_quality
-1,0.7321688223847435,0.9910270245520681,121.10834503173828,125.95267883300781,113.84184432983399,-0.587625434603201,,0.85,1.0,0.0,0.2,1,0.85,0.9999999999999999
1,0.7103304096919306,0.9330419942773964,131.2821044921875,126.0308203125,139.15903076171875,0.49585879987361925,,0.9,1.0,0.0,0.2,1,0.9,0.9999999999999999
-1,0.6585391750176666,0.9085147026961211,128.717529296875,133.86623046875,120.9944775390625,-0.5245816143015155,,0.72,1.0,0.0,0.35,1,0.72,0.9999999999999999
-1,0.925662117647059,1.0,131.2257537841797,136.47478393554687,123.3522085571289,-1.0,,0.88,1.0,0.0,0.2,1,0.88,0.9999999999999999
-1,0.6185314622334083,0.7375564943921915,133.11398315429688,138.43854248046875,125.12714416503906,-0.2967754955823894,,0.89,1.0,0.0,0.2,1,0.89,0.9999999999999999
1,0.7867091066181756,1.0,135.03036499023438,129.629150390625,143.13218688964844,0.7672206398993253,,0.78,1.0,0.0,0.35,1,0.78,0.9999999999999999
1,0.9177548235294118,1.0,133.57427978515625,128.23130859375,141.58873657226562,1.0,,0.86,1.0,0.0,0.2,1,0.86,0.9999999999999999
1,0.9320275882352941,1.0,133.433349609375,128.096015625,141.4393505859375,1.0,,0.89,1.0,0.0,0.35,1,0.89,0.9999999999999999
-1,0.916105,1.0,136.63671875,142.1021875,128.438515625,-1.0,,0.85,1.0,0.0,0.35,1,0.85,0.9999999999999999
1,0.803875641565632,1.0,130.41786193847656,125.2011474609375,138.24293365478516,0.7157451151708393,,0.89,1.0,0.0,0.2,1,0.89,0.9999999999999999
-1,0.5673270878288863,0.7335787281253833,127.34600067138672,134.90017666585,116.0147366796918,-0.17770617621244003,,0.89,1.0,0.01699818028834633,0.35,1,0.89,0.6
-1,0.9245949896284963,1.0,124.2459487915039,132.28861632512974,112.18194749106516,-1.0,,0.88,1.0,0.01721564009281293,0.35,1,0.88,0.9999999999999999
1,0.7424500004549831,1.0,125.70203399658203,117.83785422361885,137.49830365602682,0.6114393079378235,,0.86,1.0,0.019840303825535147,0.2,1,0.86,0.9999999999999999
