signal_direction,signal_strength,position_size,current_price,stop_loss,take_profit,sentiment_score,sentiment_std,reliability_score,source_diversity,price_volatility,impact_likely,num_articles,avg_reliability,signal_quality
-1,0.9235891666666667,1.0,126.7958755493164,131.86771057128905,119.18812301635742,-1.0,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.8015084107587821,0.9970192967951603,125.0721664428711,120.06927978515625,132.57649642944335,0.7253526301284936,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.9098866666666667,1.0,126.66327667236328,121.59674560546875,134.26307327270507,1.0,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
1,0.694824077760295,0.7570095487670678,127.30729675292969,122.2150048828125,134.94573455810547,0.48534288210040116,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.6872554691824674,0.7087704096243126,125.02481079101562,120.023818359375,132.52629943847657,0.5221037429576459,,0.83,1.0,0,0.2,1,0.83,0.9999999999999999
-1,0.9255000000000001,1.0,123.19695281982422,128.1248309326172,115.80513565063477,-1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
-1,0.9253325000000001,1.0,118.40469360351562,123.14088134765625,111.30041198730468,-1.0,0.0,0.895,1.0,0,0.2,2,0.895,0.9999999999999999
1,0.9275250000000002,1.0,119.54119873046875,114.75955078125,126.71367065429688,1.0,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
1,0.6783384776086566,0.742106996438834,110.12716674804688,105.722080078125,116.73479675292968,0.5637736631055007,,0.75,1.0,0,0.35,1,0.75,0.9999999999999999
1,0.6773526541650087,0.7177037589014069,113.65032196044922,109.10430908203125,120.46934127807617,0.4460370922347403,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
-1,0.7304287640517159,0.8388035226389998,112.996826171875,117.51669921875,106.2170166015625,-0.5738035226389998,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
1,0.9215866666666667,1.0,111.57620239257812,107.113154296875,118.27077453613282,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
-1,0.9255000000000001,1.0,112.67481231689453,117.18180480957031,105.91432357788086,-1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
-1,0.7910750048536038,1.0,117.30607604980469,121.99831909179687,110.26771148681641,-0.7201459226073323,0.4004295897545217,0.86,1.0,0,0.2,2,0.86,0.9999999999999999
-1,0.906,1.0,115.66761779785156,120.29432250976562,108.72756072998047,-1.0,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
1,0.8982466666666666,1.0,118.53727722167969,113.7957861328125,125.64951385498047,1.0,,0.83,1.0,0,0.2,1,0.83,0.9999999999999999
1,0.9255000000000001,1.0,119.24767303466797,114.47776611328125,126.40253341674804,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.9255000000000001,1.0,117.78913116455078,113.07756591796876,124.85647903442383,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
-1,0.7211762165642113,0.9265114868904937,119.77198028564453,124.5628594970703,112.58566146850586,-0.5540114868904935,0.6573197570786685,0.865,1.0,0,0.275,2,0.865,0.9999999999999999
1,0.8789800000000001,1.0,129.03802490234375,123.87650390625,136.78030639648438,1.0,,0.78,1.0,0,0.2,1,0.78,0.9999999999999999
-1,0.8798686981367232,1.0,129.72438049316406,134.91335571289062,121.94091766357423,-0.9016412406525453,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.90212,1.0,131.8311767578125,126.5579296875,139.74104736328124,1.0,,0.84,1.0,0,0.2,1,0.84,0.9999999999999999
-1,0.91768,1.0,131.6881866455078,136.95571411132812,123.78689544677735,-1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.688892000194814,0.7062577982596332,134.3383331298828,128.9647998046875,142.3986331176758,0.4929244649262998,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.90212,1.0,137.50328063964844,132.0031494140625,145.75347747802735,1.0,,0.84,1.0,0,0.2,1,0.84,0.9999999999999999
-1,0.9255000000000001,1.0,140.868408203125,146.50314453125,132.4163037109375,-1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.7983153292507532,1.0,139.52426147460938,133.943291015625,147.89571716308595,0.7480007440694988,,0.85,1.0,0,0.5,1,0.85,0.9999999999999999
1,0.7480937479911602,0.8397453919379789,138.2754364013672,132.7444189453125,146.57196258544923,0.6264120586046454,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.7454186484721876,0.9747235546191483,143.16583251953125,137.43919921875,151.75578247070314,0.5788902212858149,0.5955391603055334,0.9,0.5,0,0.275,2,0.9,0.9999999999999999
1,0.91768,1.0,146.6262969970703,140.7612451171875,155.42387481689454,1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.9275250000000002,1.0,141.62503051757812,135.960029296875,150.1225323486328,1.0,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
1,0.91768,1.0,139.44985961914062,133.871865234375,147.81685119628906,1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.638259973571035,0.6282995660772323,143.4744110107422,137.7354345703125,152.08287567138672,0.3499662327438989,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
1,0.91378,1.0,136.48898315429688,131.029423828125,144.67832214355468,1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.9196600000000001,1.0,131.2283477783203,125.9792138671875,139.10204864501952,1.0,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
-1,0.7096102208084699,0.7902742125424895,142.35325622558594,148.04738647460937,133.8120608520508,-0.5186075458758229,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.9255000000000001,1.0,145.48667907714844,139.6672119140625,154.21587982177735,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.8161785404783479,0.9932623986734639,146.3011474609375,140.4491015625,155.07921630859374,0.7799290653401305,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.9196600000000001,1.0,132.4835968017578,127.1842529296875,140.43261260986327,1.0,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
1,0.699813518293814,0.734041849251557,128.79446411132812,123.642685546875,136.5221319580078,0.534041849251557,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
