Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,Log_Returns,Volatility,Volume_MA,Volume_Ratio,SMA_20,SMA_50,RSI
2024-05-15 00:00:00-04:00,517.6911437452166,521.8753616282006,517.0511805034056,521.5800170898438,59504900,0.0,0.0,0.0,,,,,,,,
2024-05-16 00:00:00-04:00,521.6784804626144,523.2931108352446,520.3591946482824,520.5068969726562,50244800,0.0,0.0,0.0,-0.0020574410100582252,-0.0020595604493930737,,,,,,
2024-05-17 00:00:00-04:00,520.6250185214858,521.324050696315,519.1580905190848,521.255126953125,59187600,0.0,0.0,0.0,0.0014375025284401044,0.001436470310772398,,,,,,
2024-05-20 00:00:00-04:00,521.373367718647,523.332557053152,520.9795348484978,521.8557739257812,37764200,0.0,0.0,0.0,0.0011523089972604872,0.001151645598825653,,,,,,
2024-05-21 00:00:00-04:00,521.0877359334659,523.293055188179,520.8809647194204,523.135498046875,33437000,0.0,0.0,0.0,0.0024522563225979344,0.002449254448636764,,,,,,
2024-05-22 00:00:00-04:00,522.436648786276,523.1553306523407,519.4338084676317,521.6293334960938,48390000,0.0,0.0,0.0,-0.0028791098222248346,-0.002883262431369516,,,,,,
2024-05-23 00:00:00-04:00,524.7108060345491,524.8190890203099,516.5982952173239,517.8191528320312,57211200,0.0,0.0,0.0,-0.007304383437422346,-0.007331191068036671,,,,,,
2024-05-24 00:00:00-04:00,519.6798231107829,522.0624092007496,518.7248657806001,521.2452392578125,41258400,0.0,0.0,0.0,0.006616376406788804,0.006594584258966311,,,,,,
2024-05-28 00:00:00-04:00,522.0625209111829,522.2987965860978,518.9513976169195,521.609619140625,36269600,0.0,0.0,0.0,0.0006990565195978959,0.0006988122934010819,,,,,,
2024-05-29 00:00:00-04:00,517.5435488105112,519.1483245740612,517.2383493758123,517.95703125,45190300,0.0,0.0,0.0,-0.007002531695337266,-0.00702716448234674,,,,,,
2024-05-30 00:00:00-04:00,516.4014053895721,517.0708730177894,513.2607783732564,514.5209350585938,46468500,0.0,0.0,0.0,-0.0066339406245993215,-0.006656043013560034,,,,,,
2024-05-31 00:00:00-04:00,515.4858746985078,519.3353290866311,510.3367840339242,519.2073364257812,90785800,0.0,0.0,0.0,0.009108281214356806,0.009067050989561929,,,,,,
2024-06-03 00:00:00-04:00,520.8317631264383,521.1172528275335,514.5110896472963,519.630615234375,46835700,0.0,0.0,0.0,0.0008152404230410415,0.0008149082950645383,,,,,,
2024-06-04 00:00:00-04:00,518.3114885832044,520.9598552426013,516.8347055409487,520.2116088867188,34632700,0.0,0.0,0.0,0.001118089726260152,0.0011174651294689846,,,,,,47.32606289596214
2024-06-05 00:00:00-04:00,522.5548090819077,526.41411885044,520.5463455598614,526.3944091796875,47610400,0.0,0.0,0.0,0.01188516401277595,0.011815090130902884,,,,,,57.576782170514335
2024-06-06 00:00:00-04:00,526.6994536010747,527.1326455969112,524.4350654780194,526.3843994140625,30808500,0.0,0.0,0.0,-1.9015714168735265e-05,-1.9015894969719983e-05,,,,,,59.570116454951474
2024-06-07 00:00:00-04:00,525.3999491397393,528.5799958497668,524.2972893803054,525.7445678710938,43224500,0.0,0.0,0.0,-0.0012155214776140566,-0.001216260823032878,,,,,,57.33588384659421
2024-06-10 00:00:00-04:00,524.9274232677337,527.693927634146,524.3268792802899,527.3690185546875,35729300,0.0,0.0,0.0,0.0030898097343576847,0.0030850460822570936,,,,,,58.717147483840336
2024-06-11 00:00:00-04:00,525.8036102503464,528.6981069954104,523.8148568140152,528.6390380859375,36383400,0.0,0.0,0.0,0.0024082179395570336,0.002405322829840009,,,,,,58.70447454590387
2024-06-12 00:00:00-04:00,533.246614073991,535.6980640483052,531.9371830907995,532.9807739257812,63251300,0.0,0.0,0.0,0.008213044302524564,0.008179500791904559,,47209405.0,1.3398029481625535,522.4838195800781,,66.47578887688027
2024-06-13 00:00:00-04:00,534.743071361855,534.9202780854922,531.2381759499901,534.0538940429688,44760900,0.0,0.0,0.0,0.002013431196182136,0.0020114069602423794,0.005122221394375247,46472205.0,0.9631757305253753,523.1075134277344,,75.59732546009555
2024-06-14 00:00:00-04:00,532.5081686789409,534.4082885873607,531.4940823573669,534.3787841796875,40089900,0.0,0.0,0.0,0.000608347098191242,0.0006081621301080325,0.005067529241292149,45964460.0,0.8721934294452715,523.8011077880859,,72.95223954466717
2024-06-17 00:00:00-04:00,533.6896379923317,540.039816141854,533.2268814613034,538.6318969726562,55839500,0.0,0.0,0.0,0.007958985122318518,0.007927479458563048,0.0052802859508597035,45797055.0,1.2192814581636309,524.6699462890625,,76.18866074832525
2024-06-18 00:00:00-04:00,538.6909962454417,540.1284199050533,538.2676590236715,540.0004272460938,41376400,0.0,0.0,0.0,0.0025407523786267205,0.002537530124115133,0.005282466787067216,45977665.0,0.8999239087065426,525.5771789550781,,86.4772435748525
2024-06-20 00:00:00-04:00,540.935744269763,541.605211986961,536.7416711354346,538.5335083007812,70328200,0.0,0.0,0.0,-0.0027165144160968824,-0.0027202108371549944,0.005370645370932165,47822225.0,1.4706174796342077,526.3470794677735,,92.50600712211312
2024-06-21 00:00:00-04:00,537.7028300875915,538.9374526215138,536.3398019873969,537.8114624023438,64513900,1.759,0.0,0.0,-0.0013407631787216712,-0.0013416628058869403,0.0053158893513983495,48628420.0,1.3266706999733902,527.1561859130859,,88.30888415210441
2024-06-24 00:00:00-04:00,537.6336988535306,540.2214629334219,535.9447134780866,536.063232421875,45528700,0.0,0.0,0.0,-0.003250637263585987,-0.0032559320623227143,0.005030450852505817,48044295.0,0.947640089213506,528.0683898925781,,82.08657100634028
2024-06-25 00:00:00-04:00,537.2978705616919,538.4930069445525,535.7669505898007,538.1275634765625,38273300,0.0,0.0,0.0,0.003850909612586273,0.0038435138410486485,0.004926428700141085,47895040.0,0.7991077990539313,528.9125061035156,,83.06743600777753
2024-06-26 00:00:00-04:00,537.0015765793066,539.5201946501434,536.3497223654682,538.7991943359375,38550600,0.0,0.0,0.0,0.001248088566651262,0.0012473103515697542,0.004922634115459492,48009090.0,0.8029854346333163,529.7719848632812,,78.74291468202338
2024-06-27 00:00:00-04:00,538.6609834023187,540.2314501263248,537.9103230957154,539.648681640625,35041500,0.0,0.0,0.0,0.0015766306141835607,0.0015753890369712168,0.004484758981540777,47501650.0,0.7376901644469193,530.8565673828125,,79.58355794414405
2024-06-28 00:00:00-04:00,540.42885920361,543.5105326991545,536.2706888358666,537.5250244140625,76144500,0.0,0.0,0.0,-0.003935258805981334,-0.003943022311211278,0.004243426902366561,48985450.0,1.554430958580558,532.0067718505859,,74.64307875376966
2024-07-01 00:00:00-04:00,538.9176973561733,539.1646218711988,535.8459708574896,538.6312866210938,40297800,0.0,0.0,0.0,0.002058066428139105,0.0020559515106910644,0.003919634564479112,46461050.0,0.8673458735865849,532.9779693603516,,74.0811697548829
2024-07-02 00:00:00-04:00,537.0114898478076,542.2561645507812,536.962116997755,542.2561645507812,40434800,0.0,0.0,0.0,0.0067297946103852535,0.006707250630352533,0.0040584849642687736,46141005.0,0.8763311505677001,534.1092468261719,,76.45249641336953
2024-07-03 00:00:00-04:00,541.9400823151169,545.041468871229,541.9005960927817,544.676025390625,32789900,0.0,0.0,0.0,0.004462578755279667,0.004452650975414769,0.00408294439728014,46048865.0,0.712067496126126,535.3324676513672,,74.55236445362452
2024-07-05 00:00:00-04:00,544.9822057765736,548.2218242315001,544.3401778909604,547.81689453125,41488400,0.0,0.0,0.0,0.005766490526863954,0.005749927961778983,0.003517693474444857,45742765.0,0.9069937070922582,536.4035919189453,,76.58519907096287
2024-07-08 00:00:00-04:00,548.6070408170895,549.4070738750903,547.3724181791679,548.4490356445312,36110500,0.0,0.0,0.0,0.0011539277440908435,0.0011532624811992414,0.0034919022129791285,46007865.0,0.7848766727167192,537.5068237304688,,76.8598719732295
2024-07-09 00:00:00-04:00,549.4169504117833,550.3256157769998,548.6860634690456,548.9823608398438,27289700,0.0,0.0,0.0,0.0009724243469326765,0.0009719518486651597,0.003417325869108495,45211125.0,0.603605860283282,538.6687133789062,,73.02951784977077
2024-07-10 00:00:00-04:00,550.2169561678987,554.760343052966,549.9206588117951,554.4146728515625,38701200,0.0,0.0,0.0,0.00989523962738681,0.009846602332349897,0.003827848946839059,45359720.0,0.8532063249067675,540.02099609375,,77.15984497372143
2024-07-11 00:00:00-04:00,554.5331589802415,555.4122246549183,548.992187753918,549.6341552734375,53054200,0.0,0.0,0.0,-0.008622638996073073,-0.008660029036738834,0.004566771276810214,46193260.0,1.148526863009885,541.070751953125,,68.59432988109722
2024-07-12 00:00:00-04:00,550.7701210662777,556.7357961559044,550.2960452479608,553.10107421875,53084400,0.0,0.0,0.0,0.006307684688168225,0.006287874505720507,0.004447764777716908,45684915.0,1.1619677961532817,542.0767669677734,,73.45433845105211
2024-07-15 00:00:00-04:00,555.1159803872545,557.8914095784243,552.7454808834603,554.6221313476562,40584300,0.0,0.0,0.0,0.002750052747691134,0.0027462782710566086,0.0044521161696422715,45476085.0,0.8924317033887151,543.1051788330078,,78.66925637133347
