signal_direction,signal_strength,position_size,current_price,stop_loss,take_profit,sentiment_score,sentiment_std,reliability_score,source_diversity,price_volatility,impact_likely,num_articles,avg_reliability,signal_quality
1,0.9040100000000001,1.0,126.24689483642578,121.19701904296875,133.82170852661133,1.0,,0.84,1.0,0,0.35,1,0.84,0.9999999999999999
1,0.784880479562847,0.9706617128641306,131.2821044921875,126.0308203125,139.15903076171875,0.738995046197464,,0.83,1.0,0,0.35,1,0.83,0.9999999999999999
-1,0.6226248249075859,0.609611747965342,126.77295684814453,131.8438751220703,119.16657943725586,-0.317111747965342,0.0912985139322256,0.895,1.0,0,0.275,2,0.895,0.9999999999999999
1,0.6820084690437855,0.7266107918586939,132.10879516601562,126.824443359375,140.03532287597656,0.4482774585253605,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
1,0.9255000000000001,1.0,124.36808013916016,119.39335693359375,131.83016494750976,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.9275250000000002,1.0,126.06841278076172,121.02567626953125,133.63251754760742,1.0,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
1,0.765342807544066,0.9992722266907853,127.74995422363281,122.6399560546875,135.41495147705078,0.6259388933574518,0.5290022901701803,0.9,0.5,0,0.2,2,0.9,0.9999999999999999
-1,0.6416369045604879,0.6373533660903362,129.4972381591797,134.67712768554688,121.7274038696289,-0.3656866994236695,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.9118216666666668,1.0,125.86174011230469,120.8272705078125,133.41344451904297,1.0,,0.86,1.0,0,0.35,1,0.86,0.9999999999999999
1,0.9174791666666667,1.0,122.77110290527344,117.8602587890625,130.13736907958983,1.0,0.0,0.875,1.0,0,0.2,2,0.875,0.9999999999999999
-1,0.91378,1.0,109.93879699707031,114.33634887695312,103.34246917724609,-1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.91768,1.0,117.04087829589844,112.3592431640625,124.06333099365234,1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.6290251442070609,0.7233166818496003,113.89656066894531,109.3406982421875,120.73035430908203,0.3708166818496004,0.9649125334531337,0.835,1.0,0,0.275,2,0.835,0.9999999999999999
1,0.6159017158769973,0.6185057285625405,119.43701934814453,114.65953857421874,126.6032405090332,0.2951723952292071,,0.9,1.0,0,0.5,1,0.9,0.9999999999999999
-1,0.91768,1.0,123.31057739257812,128.24300048828124,115.91194274902344,-1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.9215866666666667,1.0,127.70506286621094,122.5968603515625,135.3673666381836,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.6364032721753018,0.6051122411625949,127.42097473144531,122.3241357421875,135.06623321533203,0.4717789078292614,,0.75,1.0,0,0.2,1,0.75,0.9999999999999999
-1,0.7520251250991562,0.99798635444944,123.19695281982422,128.1248309326172,115.80513565063477,-0.6321530211161065,0.5358832884160408,0.855,1.0,0,0.275,2,0.855,0.9999999999999999
-1,0.6683569566609515,0.7570379104930453,122.40139770507812,127.29745361328125,115.05731384277344,-0.4571802623565509,0.20345490734913804,0.845,1.0,0,0.275,2,0.845,0.9999999999999999
1,0.806352808929564,0.9655868365458367,114.02914428710938,109.467978515625,120.87089294433594,0.7322535032125033,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
-1,0.7955096584164165,0.9412202061792132,114.85311889648438,119.44724365234374,107.96193176269531,-0.7078868728458798,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.9215866666666667,1.0,116.3116226196289,111.65915771484374,123.29031997680664,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.8560800000000001,1.0,112.67481231689453,108.16781982421875,119.4353010559082,1.0,,0.72,1.0,0,0.2,1,0.72,0.9999999999999999
1,0.9215866666666667,1.0,115.66761779785156,111.0409130859375,122.60767486572266,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
-1,0.8943800000000001,1.0,117.91220092773438,122.62868896484375,110.83746887207032,-1.0,,0.82,1.0,0,0.2,1,0.82,0.9999999999999999
1,0.91378,1.0,122.2498550415039,117.35986083984375,129.58484634399414,1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
-1,0.6633620729707498,0.690809796021256,118.53727722167969,123.27876831054688,111.4250405883789,-0.43914312935458943,,0.86,1.0,0,0.35,1,0.86,0.9999999999999999
1,0.7295213964485014,0.7962193613704989,119.76849365234375,114.97775390625,126.95460327148437,0.5762193613704987,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
-1,0.8499548088464668,1.0,117.78913116455078,122.50069641113281,110.72178329467773,-0.8388484638465695,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.906,1.0,122.08849334716797,117.20495361328125,129.41380294799805,1.0,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
-1,0.9255000000000001,1.0,123.74722290039062,128.69711181640625,116.32238952636719,-1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
-1,0.9215866666666667,1.0,132.65098571777344,137.95702514648437,124.69192657470703,-1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.6648832614907688,0.6536115759761523,139.5528564453125,133.9707421875,147.92602783203125,0.44694490930948566,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
1,0.7673262419601354,0.883110654551226,141.8598175048828,136.1854248046875,150.37140655517578,0.6697773212178926,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
-1,0.7681580636841665,0.8832388821715464,140.868408203125,146.50314453125,132.4163037109375,-0.6632388821715463,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
-1,0.7175578710413975,0.7676592524365895,139.1429443359375,144.708662109375,130.79436767578125,-0.5409925857699227,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
-1,0.6850718410852713,0.8459108527131783,146.6262969970703,152.4913488769531,137.8287191772461,-0.4767441860465116,0.7071067811865476,0.86,1.0,0,0.275,2,0.86,0.9999999999999999
1,0.731769557058117,0.8045964418166673,145.6444091796875,139.8186328125,154.38307373046874,0.5979297751500007,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
1,0.8976162785817822,1.0,137.8304443359375,132.3172265625,146.10027099609374,0.9460733676380549,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
-1,0.91378,1.0,139.35403442382812,144.92819580078125,130.99279235839845,-1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
-1,0.9255000000000001,1.0,137.0063934326172,142.48664916992186,128.78600982666015,-1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.6324594169620003,0.6254271429867879,139.1719970703125,133.6051171875,147.52231689453126,0.3937604763201213,,0.83,1.0,0,0.35,1,0.83,0.9999999999999999
1,0.6816047763668464,0.728839586411816,139.5935821533203,134.0098388671875,147.96919708251954,0.4638395864118159,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
1,0.9235891666666667,1.0,142.35325622558594,136.6591259765625,150.89445159912108,1.0,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
-1,0.6434427286509206,0.6443654159735147,137.88796997070312,143.40348876953124,129.61469177246093,-0.38603208264018135,,0.87,1.0,0,0.35,1,0.87,0.9999999999999999
1,0.6446331699419596,0.6050296620314406,137.40884399414062,131.912490234375,145.65337463378907,0.3850296620314404,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.9215866666666667,1.0,141.45254516601562,135.794443359375,149.93969787597655,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.9255000000000001,1.0,137.68673706054688,132.179267578125,145.94794128417968,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
