signal_direction,signal_strength,position_size,current_price,stop_loss,take_profit,sentiment_score,sentiment_std,reliability_score,source_diversity,price_volatility,impact_likely,num_articles,avg_reliability,signal_quality
1,0.7238348689245448,0.8610521399053442,120.50711822509766,115.68683349609375,127.73754531860351,0.5377188065720108,,0.9,1.0,0,0.5,1,0.9,0.9999999999999999
-1,0.6920842537309069,0.7119014723669075,120.92986297607422,125.76705749511719,113.67407119750976,-0.4919014723669073,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
-1,0.91378,1.0,124.84718322753906,129.84107055664063,117.35635223388672,-1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.6119135264111479,0.6792488382062712,125.2699203491211,120.25912353515625,132.78611557006835,0.30341550487293784,0.9739247035253757,0.87,1.0,0,0.275,2,0.87,0.9999999999999999
-1,0.906,1.0,126.24689483642578,131.29677062988281,118.67208114624023,-1.0,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
-1,0.9215866666666667,1.0,131.2821044921875,136.533388671875,123.40517822265625,-1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.6858849009840895,0.6979389661803816,131.2257537841797,125.9767236328125,139.09929901123047,0.47793896618038156,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.91378,1.0,132.42820739746094,127.1310791015625,140.3738998413086,1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.8500712089066875,1.0,129.35633850097656,124.1820849609375,137.11771881103516,0.8822425540875285,,0.84,1.0,0,0.2,1,0.84,0.9999999999999999
-1,0.6568294603509179,0.6730393251146799,129.2624053955078,134.43290161132813,121.50666107177734,-0.4080393251146799,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
1,0.8979624999999999,1.0,125.70205688476562,120.673974609375,133.24418029785156,1.0,0.0,0.825,1.0,0,0.2,2,0.825,0.9999999999999999
1,0.8751466666666666,1.0,132.26849365234375,126.97775390625,140.2046032714844,1.0,,0.77,1.0,0,0.2,1,0.77,0.9999999999999999
1,0.8301121477749885,1.0,128.2290496826172,123.0998876953125,135.92279266357423,0.7942080564866634,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
-1,0.7561149053328409,0.8612766222211097,120.74198913574219,125.57166870117187,113.49746978759765,-0.6612766222211095,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
1,0.9235891666666667,1.0,124.36808013916016,119.39335693359375,131.83016494750976,1.0,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
