Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,Log_Returns,Volatility,Volume_MA,Volume_Ratio,SMA_20,SMA_50,RSI
2023-01-03 00:00:00-05:00,68.63999938964844,69.6500015258789,67.12000274658203,67.63999938964844,3339700,0.0,0.0,0.0,,,,,,,,
2023-01-04 00:00:00-05:00,65.58000183105469,65.58000183105469,63.97999954223633,64.30000305175781,4215300,0.0,0.0,0.0,-0.049379011946025786,-0.050639836302035814,,,,,,
2023-01-05 00:00:00-05:00,64.31999969482422,65.75,63.93000030517578,64.77999877929688,3555500,0.0,0.0,0.0,0.007464940976016576,0.007437216194541976,,,,,,
2023-01-06 00:00:00-05:00,65.81999969482422,66.18000030517578,64.45999908447266,64.83000183105469,2994000,0.0,0.0,0.0,0.000771890285582888,0.0007715925314888759,,,,,,
2023-01-09 00:00:00-05:00,66.48999786376953,67.33000183105469,65.44999694824219,65.87999725341797,2941100,0.0,0.0,0.0,0.01619613439314005,0.016066376187913362,,,,,,
2023-01-10 00:00:00-05:00,66.2699966430664,66.68000030517578,65.22000122070312,65.9000015258789,2000400,0.0,0.0,0.0,0.0003036471356243631,0.0003036010441630007,,,,,,
2023-01-11 00:00:00-05:00,67.23999786376953,68.22000122070312,66.45999908447266,68.05000305175781,3545100,0.0,0.0,0.0,0.032625212080376054,0.0321043092803694,,,,,,
2023-01-12 00:00:00-05:00,69.12000274658203,69.31999969482422,68.41999816894531,68.61000061035156,2616300,0.0,0.0,0.0,0.008229206957828028,0.008195531655465079,,,,,,
2023-01-13 00:00:00-05:00,69.30000305175781,70.08999633789062,68.91999816894531,70.05000305175781,2503300,0.0,0.0,0.0,0.020988229537910685,0.020771010749681358,,,,,,
2023-01-17 00:00:00-05:00,70.86000061035156,71.13999938964844,69.45999908447266,70.86000061035156,3796500,0.0,0.0,0.0,0.011563133808791815,0.011496791702374045,,,,,,
2023-01-18 00:00:00-05:00,71.58999633789062,72.02999877929688,69.3499984741211,69.51000213623047,3172700,0.0,0.0,0.0,-0.019051629445285045,-0.019235450205709933,,,,,,
2023-01-19 00:00:00-05:00,70.19000244140625,71.13999938964844,69.69000244140625,70.58999633789062,2814900,0.0,0.0,0.0,0.015537248863026987,0.015417781683692396,,,,,,
2023-01-20 00:00:00-05:00,70.86000061035156,71.55999755859375,69.97000122070312,71.55000305175781,2438400,0.0,0.0,0.0,0.013599755824776683,0.01350810912576627,,,,,,
2023-01-23 00:00:00-05:00,71.81999969482422,72.25,71.29000091552734,71.5,1661100,0.0,0.0,0.0,-0.0006988546418599251,-0.0006990989545978417,,,,,,64.46777237632256
2023-01-24 00:00:00-05:00,71.58999633789062,71.66000366210938,69.87999725341797,70.22000122070312,1653200,0.0,0.0,0.0,-0.017902080829326872,-0.01806426157569518,,,,,,58.8235386208221
2023-01-25 00:00:00-05:00,70.41000366210938,71.08999633789062,69.63999938964844,70.51000213623047,1613200,0.0,0.0,0.0,0.004129890493961508,0.0041213859035260465,,,,,,76.83664325095302
2023-01-26 00:00:00-05:00,71.6500015258789,71.76000213623047,70.2699966430664,70.93000030517578,1481400,0.0,0.0,0.0,0.005956575751250748,0.005938905488694923,,,,,,76.71590088815151
2023-01-27 00:00:00-05:00,71.73999786376953,71.77999877929688,69.19999694824219,69.5,3185000,0.0,0.0,0.0,-0.020160726054183176,-0.020366726945741213,,,,,,68.1148114432637
2023-01-30 00:00:00-05:00,68.68000030517578,69.87000274658203,68.02999877929688,68.0999984741211,2345800,0.0,0.0,0.0,-0.020143906847178483,-0.020349561821725017,,,,,,58.38368693218946
2023-01-31 00:00:00-05:00,67.86000061035156,69.37000274658203,67.66999816894531,69.31999969482422,1391600,0.0,0.0,0.0,0.0179148494572543,0.017756269695963556,,2663225.0,0.5225243830318504,68.63150062561036,,61.842096920768434
2023-02-01 00:00:00-05:00,69.20999908447266,69.41000366210938,66.76000213623047,67.36000061035156,3538500,0.0,0.0,0.0,-0.028274655122639825,-0.028682081449875,0.019945727937102965,2673165.0,1.3237117798564624,68.61750068664551,,47.578938802083336
2023-02-02 00:00:00-05:00,66.98999786376953,67.48999786376953,65.9000015258789,66.56999969482422,2561500,0.0,0.0,0.0,-0.011728041988852689,-0.011797357966781613,0.016524993210102725,2590475.0,0.988814792653857,68.73100051879882,,42.95579957669515
2023-02-03 00:00:00-05:00,66.7300033569336,68.38999938964844,64.3499984741211,64.4000015258789,4875300,0.0,0.0,0.0,-0.032597238679483276,-0.03314036422424884,0.018158010653878686,2656465.0,1.8352585108405344,68.71200065612793,,31.426686831142575
2023-02-06 00:00:00-05:00,65.06999969482422,65.52999877929688,63.66999816894531,65.5,2694200,0.0,0.0,0.0,0.01708072124313631,0.0169364858371267,0.01856266885943775,2641475.0,1.0199604387700054,68.7455005645752,,32.70967545047883
2023-02-07 00:00:00-05:00,65.83000183105469,67.8499984741211,65.81999969482422,67.76000213623047,3598100,0.0,0.0,0.0,0.0345038494080987,0.033921939229015846,0.01977968671029153,2674325.0,1.3454236115655351,68.83950080871583,,44.66788662564182
2023-02-08 00:00:00-05:00,68.4000015258789,68.79000091552734,67.61000061035156,68.68000030517578,2052000,0.0,0.0,0.0,0.013577304308457272,0.01348595860249737,0.01995602478920386,2676905.0,0.7665569005997598,68.97850074768067,,44.12309188932359
2023-02-09 00:00:00-05:00,67.87999725341797,68.5,67.12000274658203,67.91999816894531,2430700,0.0,0.0,0.0,-0.011065843518541674,-0.011127525428619237,0.01881555719802781,2621185.0,0.9273286700480889,68.97200050354004,,38.69157572398425
2023-02-10 00:00:00-05:00,69.0199966430664,69.9000015258789,68.94999694824219,69.87000274658203,2817200,0.0,0.0,0.0,0.028710315521302654,0.028305896830148548,0.019813713390428294,2631230.0,1.0706779718990738,69.03500061035156,,45.459618836396494
2023-02-13 00:00:00-05:00,69.37999725341797,70.43000030517578,69.06999969482422,69.5,3458200,0.0,0.0,0.0,-0.005295587978206173,-0.005309659303502354,0.019289676601671035,2678975.0,1.2908668427290289,69.00750045776367,,47.8873214212158
