signal_direction,signal_strength,position_size,current_price,stop_loss,take_profit,sentiment_score,sentiment_std,reliability_score,source_diversity,price_volatility,impact_likely,num_articles,avg_reliability,signal_quality
-1,0.91768,1.0,127.68434143066406,132.79171508789062,120.02328094482422,-1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.91378,1.0,129.72438049316406,124.5354052734375,137.5078433227539,1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
-1,0.6603367019678537,0.6374607534858137,131.6881866455078,136.95571411132812,123.78689544677735,-0.4041274201524802,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
-1,0.9275250000000002,1.0,135.9017333984375,141.337802734375,127.74762939453124,-1.0,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
-1,0.7040361709261407,0.759701724021655,133.69009399414062,139.03769775390626,125.66868835449219,-0.6263683906883215,,0.75,1.0,0,0.2,1,0.75,0.9999999999999999
-1,0.6260579375554323,0.6051663379679043,136.47369384765625,141.9326416015625,128.28527221679687,-0.3468330046345709,,0.87,1.0,0,0.35,1,0.87,0.9999999999999999
-1,0.9157375,1.0,139.55287170410156,145.13498657226563,131.17969940185546,-1.0,,0.87,1.0,0,0.35,1,0.87,0.9999999999999999
-1,0.9255000000000001,1.0,138.22776794433594,143.7568786621094,129.9341018676758,-1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.6801406071362829,0.8381763359041093,137.60812377929688,132.103798828125,145.8646112060547,0.48234300257077584,0.7883912038388002,0.8400000000000001,1.0,0,0.275,2,0.8400000000000001,0.9999999999999999
1,0.9215866666666667,1.0,138.2754669189453,132.7444482421875,146.57199493408203,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.8943800000000001,1.0,145.2344970703125,139.4251171875,153.94856689453124,1.0,,0.82,1.0,0,0.2,1,0.82,0.9999999999999999
1,0.743946432158034,0.8320837445252838,146.6262969970703,140.7612451171875,155.42387481689454,0.6254170778586171,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
-1,0.6620857372639306,0.6879286770442377,137.8304901123047,143.34370971679687,129.56066070556642,-0.43626201037757106,,0.86,1.0,0,0.35,1,0.86,0.9999999999999999
1,0.6379261778651739,0.6304643645612027,142.35328674316406,136.6591552734375,150.8944839477539,0.36546436456120257,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
1,0.8637269616035856,1.0,140.61888122558594,134.9941259765625,149.0560140991211,0.8698319346162404,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
-1,0.6337430785331108,0.6195944773898254,137.88795471191406,143.40347290039062,129.61467742919922,-0.3479278107231587,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.9255000000000001,1.0,142.49700927734375,136.79712890625,151.04682983398436,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.6590560556334151,0.6389839661031529,129.9922332763672,124.7925439453125,137.79176727294922,0.42565063276981957,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
-1,0.634301173085417,0.6252095705464643,134.6779327392578,140.0650500488281,126.59725677490235,-0.37354290387979766,,0.86,1.0,0,0.35,1,0.86,0.9999999999999999
1,0.9255000000000001,1.0,134.8312530517578,129.4380029296875,142.9211282348633,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.91378,1.0,128.79446411132812,123.642685546875,136.5221319580078,1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
-1,0.8884666666666667,1.0,125.32569122314453,130.3387188720703,117.80614974975586,-1.0,,0.8,1.0,0,0.35,1,0.8,0.9999999999999999
1,0.91378,1.0,131.563720703125,126.301171875,139.4575439453125,1.0,,0.87,1.0,0,0.2,1,0.87,0.9999999999999999
1,0.9215866666666667,1.0,130.97918701171875,125.74001953125,138.83793823242186,1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.7780274030466925,0.9107963910659718,132.63604736328125,127.33060546875,140.59421020507813,0.7107963910659717,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
1,0.6990282583403169,0.7680816629286416,132.19190979003906,126.9042333984375,140.1234243774414,0.5030816629286415,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
1,0.9098866666666667,1.0,131.89260864257812,126.616904296875,139.8061651611328,1.0,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
-1,0.6636457402490262,0.6478507663266353,124.59313201904297,129.5768572998047,117.11754409790039,-0.4278507663266353,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
-1,0.9275250000000002,1.0,127.63456726074219,132.73994995117187,119.97649322509766,-1.0,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
1,0.9255000000000001,1.0,125.48141479492188,120.462158203125,133.0102996826172,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.9255000000000001,1.0,128.6290740966797,123.4839111328125,136.34681854248046,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.7708006683748067,0.9739668962561477,134.6250457763672,129.2400439453125,142.70254852294923,0.677300229589481,,0.86,1.0,0,0.5,1,0.86,0.9999999999999999
1,0.9275250000000002,1.0,134.2002410888672,128.8322314453125,142.25225555419922,1.0,,0.9,1.0,0,0.35,1,0.9,0.9999999999999999
