signal_direction,signal_strength,position_size,current_price,stop_loss,take_profit,sentiment_score,sentiment_std,reliability_score,source_diversity,price_volatility,impact_likely,num_articles,avg_reliability,signal_quality
-1,0.9215866666666667,1.0,125.2699203491211,130.28071716308594,117.75372512817383,-1.0,,0.89,1.0,0,0.2,1,0.89,0.9999999999999999
1,0.9255000000000001,1.0,129.97633361816406,124.7772802734375,137.7749136352539,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.91768,1.0,130.662109375,125.435625,138.5018359375,1.0,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.8626741606667379,1.0,131.2821044921875,126.0308203125,139.15903076171875,0.8761129744746345,,0.88,1.0,0,0.2,1,0.88,0.9999999999999999
1,0.9196600000000001,1.0,136.63673400878906,131.1712646484375,144.8349380493164,1.0,,0.88,1.0,0,0.35,1,0.88,0.9999999999999999
-1,0.9098866666666667,1.0,129.35633850097656,134.53059204101564,121.59495819091796,-1.0,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
-1,0.708497828366742,0.7926963770505839,127.34597778320312,132.43981689453125,119.70521911621094,-0.5410297103839172,,0.86,1.0,0,0.35,1,0.86,0.9999999999999999
1,0.6461722726449683,0.62301960359522,127.69357299804688,122.585830078125,135.3551873779297,0.4696862702618867,,0.78,1.0,0,0.2,1,0.78,0.9999999999999999
-1,0.8943800000000001,1.0,125.70205688476562,130.73013916015626,118.1599334716797,-1.0,,0.82,1.0,0,0.2,1,0.82,0.9999999999999999
1,0.9255000000000001,1.0,128.2290496826172,123.0998876953125,135.92279266357423,1.0,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.6546274874773746,0.6665785245085294,120.87348937988281,116.0385498046875,128.1258987426758,0.39491185784186267,,0.89,1.0,0,0.35,1,0.89,0.9999999999999999
1,0.8606169616179685,1.0,120.74198913574219,115.9123095703125,127.98650848388672,0.8974394612835447,,0.85,1.0,0,0.2,1,0.85,0.9999999999999999
1,0.8242010194422094,1.0,126.06841278076172,121.02567626953125,133.63251754760742,0.7723618414431672,,0.9,1.0,0,0.2,1,0.9,0.9999999999999999
1,0.9194400000000001,1.0,124.91295623779297,119.91643798828125,132.40773361206055,1.0,0.0,0.88,1.0,0,0.2,2,0.88,0.9999999999999999
-1,0.9098866666666667,1.0,127.83448028564453,132.9478594970703,120.16441146850586,-1.0,,0.86,1.0,0,0.2,1,0.86,0.9999999999999999
