Price,Close,High,Low,Open,Volume
Ticker,XLE,XLE,XLE,XLE,XLE
Date,,,,,
2010-01-04,35.35768508911133,35.35768508911133,34.74444152280975,34.82259833018043,16928400
2010-01-05,35.64627456665039,35.71842020347984,35.24345664962673,35.405786052594316,17368100
2010-01-06,36.073143005371094,36.1813626178647,35.58615474914986,35.66431386783273,24351900
2010-01-07,36.01902389526367,36.079144867355666,35.65228000248552,35.916817784013666,17449500
2010-01-08,36.253482818603516,36.28354329131748,35.76649719762292,35.89275255910181,13344300
2010-01-11,36.20541763305664,36.59620870108756,35.91081924298404,36.487989071548164,19459900
2010-01-12,35.682342529296875,35.898781710755685,35.495966129071505,35.65228204153164,21510600
2010-01-13,35.81460952758789,35.95288959874649,35.18333014413582,35.66430480326749,22137500
2010-01-14,35.91681671142578,36.00699816687067,35.67031706366094,35.808597130117505,15545400
2010-01-15,35.62822723388672,35.95288595595631,35.38172760271563,35.874726865057816,19055200
2010-01-19,35.9528923034668,36.01301557379885,35.46590642785253,35.532038585015414,14613100
2010-01-20,35.393760681152344,35.56811473564054,35.123211681682456,35.56811473564054,15641700
2010-01-21,34.67228698730469,35.532030052108304,34.58811672252129,35.423810484967454,25206600
2010-01-22,33.8486328125,34.70236507517647,33.752437854089706,34.50396168337909,23028600
2010-01-25,34.07107925415039,34.401751535285804,33.96286194533242,34.07709272842655,15901200
2010-01-26,33.85463333129883,34.449838691968274,33.62015605978134,33.78849889267604,21515300
2010-01-27,33.72237014770508,34.05905357687193,33.17526100872658,33.75844410944488,26616700
2010-01-28,33.36766052246094,34.041025281824,32.94680668780819,33.968879630973746,34430700
2010-01-29,32.76642608642578,33.94481443745028,32.5980855486988,33.61414454114322,32802700
2010-02-01,33.8486328125,33.8546462874768,33.133182952665244,33.157232265635,21813300
2010-02-02,34.293521881103516,34.35364284543217,33.698314242991636,33.974874348451884,22250800
2010-02-03,33.99894332885742,34.47991820225982,33.920784195220435,34.197346754212276,19749300
2010-02-04,32.60410690307617,33.74041047429146,32.586071066538956,33.728385818777134,37173200
2010-02-05,32.6101188659668,32.75441013851315,31.666202946329093,32.598094211009865,46378400
2010-02-08,32.30949401855469,33.00089414900282,32.30348054719968,32.61611454710693,24115100
2010-02-09,32.9888801574707,33.40372266323,32.65219904377397,32.75440515515532,33558100
